domain,policy,scene,run_index,success,planning_length,question_count,query_probability,elapsed_seconds,reward,source_file
wastesorting,all,scene_05,29,True,10.0,16.0,1.6,8.7179,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,30,True,10.0,16.0,1.6,8.7275,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,31,True,10.0,16.0,1.6,8.7725,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,32,True,10.0,16.0,1.6,8.797,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,33,True,10.0,16.0,1.6,8.5105,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,34,True,10.0,16.0,1.6,8.8037,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,35,True,10.0,16.0,1.6,8.718,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,36,True,10.0,16.0,1.6,8.7343,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,37,True,10.0,16.0,1.6,8.8165,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,38,True,10.0,16.0,1.6,8.6114,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,39,True,10.0,16.0,1.6,8.7943,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,40,True,10.0,16.0,1.6,8.8089,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,no,scene_01,1,False,9.0,0.0,0.0,7.0415,5.0,logs/wastesorting/scene_metrics/step_50_thres_no
wastesorting,no,scene_01,2,False,9.0,0.0,0.0,7.0406,5.0,logs/wastesorting/scene_metrics/step_50_thres_no
wastesorting,no,scene_01,3,False,9.0,0.0,0.0,7.2013,5.0,logs/wastesorting/scene_metrics/step_50_thres_no
wastesorting,no,scene_01,4,False,9.0,0.0,0.0,6.9447,5.0,logs/wastesorting/scene_metrics/step_50_thres_no
